ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
83573;Xerrada:  Ingesta tòxica per la pell. Et rentaries amb unes gotes de petroli? ;Conferències;cdea@terrassa.cat                                                                                   ;http://www.terrassa.cat/mediambient                                                                 ;ANNA MARTIN;Biblioteca Central de Terrassa - BCT;2015-06-13 11:30:00;2015-06-13 ;F;;01/01/1900 11:30:00;;;1;;;24 SETMANA DEL MEDI AMBIENT                                                                                                                                                                             ;;2015-06-01;2015-06-07;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83573
83574;Taller:  Lectura d etiquetes d envasos de productes d higiene personal ;Medi ambient;cdea@terrassa.cat                                                                                   ;http://www.terrassa.cat/mediambient                                                                 ;ANNA MARTIN;Biblioteca Central de Terrassa - BCT;2015-06-13 11:30:00;2015-06-13 ;F;;01/01/1900 11:30:00;;;1;;Porta envasos des de casa.;24 SETMANA DEL MEDI AMBIENT                                                                                                                                                                             ;;2015-06-01;2015-06-07;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83574
83576;Sortida:  Tram de Terrassa a Vacarisses del camí de Sant Jaume de Catalunya ;Sortides/Excursions;cdea@terrassa.cat                                                                                   ;http://www.terrassa.cat/mediambient                                                                 ;;;2015-06-06 08:00:00;2015-06-06 14:00:00;F;;01/01/1900 8:00:00;01/01/1900 14:00:00;;1;;El desplaçament de tornada de Vacarisses es farà en tren.;24 SETMANA DEL MEDI AMBIENT                                                                                                                                                                             ;;2015-06-01;2015-06-07;2015-05-21;;;;;http://www.terrassa.cat/veureacte?numActe=83576
83577;Sortida:  Vine a pedalar amb el BiTer ;Sortides/Excursions;cdea@terrassa.cat                                                                                   ;http://www.terrassa.cat/mediambient                                                                 ;;BaumannLab;2015-06-01 20:00:00;2015-06-07 ;F;;01/01/1900 20:00:00;;;1;;No cal incripció prèvia. Oberta a Tothom. ;24 SETMANA DEL MEDI AMBIENT                                                                                                                                                                             ;;2015-06-01;2015-06-07;2015-05-21;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83577
83582;Pintat de les parets del Mur;Medi ambient;cdea@terrassa.cat                                                                                   ;http://www.terrassa.cat/mediambient                                                                 ;;Hort urbà de Plantem-nos;2015-06-06 10:00:00;2015-06-06 20:00:00;T;;01/01/1900 10:00:00;01/01/1900 20:00:00;;3;;;24 SETMANA DEL MEDI AMBIENT                                                                                                                                                                             ;;2015-06-01;2015-06-07;2015-05-21;;;;;http://www.terrassa.cat/veureacte?numActe=83582
83583;Exposició:  Creant fronteres, obrint camins ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://www.ongvols.org/ca/                                                                          ;ONG VOLS;Biblioteca Districte 2 - BD2;2015-06-25 ;2015-07-07 ;F;;;;;2;;La experiència d un grup de voluntaris i voluntàries que creuen l estret de Gibraltar i coneixen altres joves que miren d obrir-se camí...Vegeu-ne el vídeo: https://www.youtube.com/watch?v=tPhr9ufK0MM;;;;;2015-05-27;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83583
83584;Presentació del llibre:  El alma de Uyuni  d Artur Tamarit;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://amlibri.com                                                                                  ;L AUTOR;Biblioteca Central de Terrassa - BCT;2015-06-18 19:00:00;2015-06-18 20:30:00;T;;01/01/1900 19:00:00;01/01/1900 20:30:00;;1;;;;;;;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83584
83590;Exposició:  Déjà vu .;Exposicions;;https://www.facebook.com/pages/FOTOCLUB-TERRASSA/201027266642853                                    ;MONTSE GOMEZ;Centre Cultural Terrassa;2015-05-21 ;2015-06-20 ;T;;;;;1;;;;;;;2015-05-21;417279,125;4602301,0625;2,0067558628217;41.5662615099901;http://www.terrassa.cat/veureacte?numActe=83590
83594;36a Cursa Festa Major de Terrassa 2015. Cursa solidaria a favor d Oncolliga.;Festa Major;;http://www.mitjaterrassa.org/http://www.mitjaterrassa.org/ca/circuit-activa-t.html                  ;;Rambla d Ègara amb Ricard Camí;2015-07-04 20:00:00;2015-07-04 ;F;Donatiu 1 euro Inscripcions 3 euros                                                                                                                                                                                                                            ;01/01/1900 20:00:00;;;1;;Inscripcions a la pàgina web http://www.mitjaterrassa.org.;CIRCUIT ACTIVA T                                                                                                                                                                                        ;;2015-01-18;2015-09-20;2015-05-25;;;;;http://www.terrassa.cat/veureacte?numActe=83594
83595;Cursa atlètica popular de Ca  n Anglada;Festa Major;;http://www.mitjaterrassa.org/http://www.mitjaterrassa.org/ca/circuit-activa-t.html                  ;;Parròquia de Sant Cristòfor;2015-07-11 18:30:00;2015-07-11 ;F;;01/01/1900 18:30:00;;;2;;Inscripcions a la pàgina web http://www.mitjaterrassa.org.;CIRCUIT ACTIVA T                                                                                                                                                                                        ;;2015-01-18;2015-09-20;2015-05-22;419198,3607;4602113,6762;2,0297963685981;41.5647702856761;http://www.terrassa.cat/veureacte?numActe=83595
83596;2a cursa popular Can Gonteres;Altres activitats;;http://www.mitjaterrassa.org/http://www.mitjaterrassa.org/ca/circuit-activa-t.html                  ;;Casal Cívic de Can Gonteres;2015-07-19 ;2015-07-19 ;F;;;;;5;;Inscripcions a la pàgina web http://www.mitjaterrassa.org.;CIRCUIT ACTIVA T                                                                                                                                                                                        ;;2015-01-18;2015-09-20;2015-05-22;414812,722;4603191,732;1,9770528940089;41.5740236657954;http://www.terrassa.cat/veureacte?numActe=83596
83600;Xerrada:  Taller de les intel.ligències ;Joves;casa.baumann@terrassa.cat                                                                           ;http://www.casabaumann.cat/                                                                         ;MARIA NAVARRETE;Baumann Oficina Jove;2015-06-08 18:00:00;2015-06-08 ;T;;01/01/1900 18:00:00;;;1;;Es prega confirmar assistència.;;;;;2015-05-22;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83600
83601;Xerrada:  Viatjar amb poc recursos ;Sortides/Excursions;casa.baumann@terrassa.cat                                                                           ;http://www.casabaumann.cat/                                                                         ;LA VÍBRIA INTERCULTURAL.;Baumann Oficina Jove;2015-06-09 18:30:00;2015-06-09 ;T;;01/01/1900 18:30:00;;;1;;Es prega confirmar assistència.;;;;;2015-05-22;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83601
83602;Banc del temps;Joves;casa.baumann@terrassa.cat                                                                           ;http://www.casabaumann.cat/                                                                         ;SÒNIA ROMERO GÓMEZ;Baumann Oficina Jove;2015-06-17 18:00:00;2015-06-17 ;T;;01/01/1900 18:00:00;;;1;;Es prega confirmar assistència.;;;;;2015-05-22;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83602
83603;Taller:   Fotografia de viatges ;Joves;casa.baumann@terrassa.cat                                                                           ;http://www.casabaumann.cat/                                                                         ;PEPE BADIA MARRERO;Baumann Oficina Jove;2015-07-08 18:00:00;2015-07-15 19:30:00;T;;01/01/1900 18:00:00;01/01/1900 19:30:00;;1;;Es prega confirmar assistència.;;;;;2015-05-22;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83603
83607;Projeccions de vídeo:  Com participen els i les joves a la teva ciutat? ;Joves;casa.baumann@terrassa.cat                                                                           ;http://www.casabaumann.cat/                                                                         ;;Bau House;2015-07-08 18:00:00;2015-07-15 19:30:00;T;;01/01/1900 18:00:00;01/01/1900 19:30:00;;1;;Es prega confirmar assistència.;;;;;2015-05-25;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=83607
83622;Salut al cor:  Programa de prevenció de malalties cardiovasculars .;Salut;;http://www.mutuaterrassa.cat                                                                        ;LOURDES MAJEM, HELENA PUIG, JOAN ALOMAR, ROGER SITJÀ;Hospital Mútua de Terrassa - Edifici docent;2015-06-18 19:00:00;2015-06-18 ;F;;01/01/1900 19:00:00;;;1;;;ELS DIJOUS DE MÚTUA-2015                                                                                                                                                                                ;;2015-05-28;2015-12-10;2015-05-25;418094,2915;4602108,9275;2,0165574504986;41.5646151116373;http://www.terrassa.cat/veureacte?numActe=83622
83623;La prevenció de la diabetis;Conferències;;http://www.mutuaterrassa.cat                                                                        ;TERESA MUR, MERCÈ VILLARÓ, MONTSE ROCA;Hospital Mútua de Terrassa - Edifici docent;2015-09-24 19:00:00;2015-09-24 ;F;;01/01/1900 19:00:00;;;1;;;ELS DIJOUS DE MÚTUA-2015                                                                                                                                                                                ;;2015-05-28;2015-12-10;2015-06-01;418094,2915;4602108,9275;2,0165574504986;41.5646151116373;http://www.terrassa.cat/veureacte?numActe=83623
83624;Deixar de fumar és fer salut;Conferències;;http://www.mutuaterrassa.cat                                                                        ;LLUIS ESTEBAN;Hospital Mútua de Terrassa - Edifici docent;2015-10-29 19:00:00;2015-10-29 ;F;;01/01/1900 19:00:00;;;1;;;ELS DIJOUS DE MÚTUA-2015                                                                                                                                                                                ;;2015-05-28;2015-12-10;2015-06-04;418094,2915;4602108,9275;2,0165574504986;41.5646151116373;http://www.terrassa.cat/veureacte?numActe=83624
83625;L atenció a persones amb discapacitat intel.lectual;Conferències;;http://www.mutuaterrassa.cat                                                                        ;DOLORS COLOMINAS;Hospital Mútua de Terrassa - Edifici docent;2015-11-26 19:00:00;2015-11-26 ;F;;01/01/1900 19:00:00;;;1;;;ELS DIJOUS DE MÚTUA-2015                                                                                                                                                                                ;;2015-05-28;2015-12-10;2015-06-04;418094,2915;4602108,9275;2,0165574504986;41.5646151116373;http://www.terrassa.cat/veureacte?numActe=83625
83626;Influència de les noves tecnologies en els infants.;Conferències;;http://www.mutuaterrassa.cat                                                                        ;ROBERT CILVETI;Hospital Mútua de Terrassa - Edifici docent;2015-12-10 19:00:00;2015-12-10 ;F;;01/01/1900 19:00:00;;;1;;;ELS DIJOUS DE MÚTUA-2015                                                                                                                                                                                ;;2015-05-28;2015-12-10;2015-06-04;418094,2915;4602108,9275;2,0165574504986;41.5646151116373;http://www.terrassa.cat/veureacte?numActe=83626
83630;11a Edició Programa: Eines gestió positiva de conflictes Formació: Com actuar davant de situacions conflictives;Cursos;;;;Àrea de Serveis a les Persones, Cohesió i Benestar Social;2015-06-08 ;2015-06-18 ;T;;;;;3;;Formadora: Luci Morera Inscripcions: luci.morera@terrassa.cat, telèfon 937 315 982 extensió 3686 col.labora Diputació de Barcelona.;;;;;2015-05-26;419073,6326;4601427,7811;2,0283931536809;41.5585804411433;http://www.terrassa.cat/veureacte?numActe=83630
83631;Taller de ioga   ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd2                                                                         ;VERÓNICA GIBA;Biblioteca Districte 2 - BD2;2015-06-19 19:00:00;2015-06-19 20:00:00;T;;01/01/1900 19:00:00;01/01/1900 20:00:00;;2;;Taller de Ioga Nidra per a adults. Cal inscripció prèvia. Places limitades. Més informació al 93 786 91 62;;;;;2015-05-26;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83631
83635;Conferència: Víctor Hurtado  L expansió mediterrànea i la cartografia catalana mediaval  ;Conferències;;http://www.fundacioct.es                                                                            ;VÍCTOR HURTADO-ECONOMISTA I DOCTOR EN HISTÒRIA.;Centre Cultural Terrassa;2015-06-09 19:30:00;2015-06-09 ;F;5 euros no socis d Òmnium                                                                                                                                                                                                                                      ;01/01/1900 19:30:00;;;1;;;L ESPLENDOR MEDIEVAL-CURS DE CULTURA CATALANA                                                                                                                                                           ;;2015-05-26;2015-06-09;2015-05-28;417279,125;4602301,0625;2,0067558628217;41.5662615099901;http://www.terrassa.cat/veureacte?numActe=83635
83641;Concert:  Speak low  del Duo Synkopa.;Música;;http://www.terrassa.cat/ca/sons-classics                                                            ;DUO SYNKOPA;El cafè de l Aula;2015-06-18 21:30:00;2015-06-18 ;F;;01/01/1900 21:30:00;;;4;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-28;417242,9063;4601970,5;2,0063671188108;41.5632807104176;http://www.terrassa.cat/veureacte?numActe=83641
83642;Concert:  Cordes de Cambra  de l EMM-Conservatori de Terrassa;Música;;http://www.terrassa.cat/ca/sons-classics                                                            ;HARPS AND COMPANY, QUARTET DE LES BRUIXES;Casal Cívic del Segle XX;2015-06-20 19:00:00;2015-06-20 ;F;;01/01/1900 19:00:00;;;3;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-28;417718,569;4600850,3266;2,0122244666749;41.5532415076322;http://www.terrassa.cat/veureacte?numActe=83642
83643;Concert:  Llums i Ombres  de Ensemble a Tres.;Música;;http://www.terrassa.cat/ca/sons-classics                                                            ;ENSEMBLE A TRES;Centre Cívic Municipal President Macià;2015-06-21 19:00:00;2015-06-21 ;F;;01/01/1900 19:00:00;;;6;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-28;418810,6276;4603495,5026;2,0249598113124;41.5771757822728;http://www.terrassa.cat/veureacte?numActe=83643
83644;Concert:  Love is in the air ;Música;;http://www.terrassa.cat/ca/sons-classics                                                            ;MARIA HINOJOSA I ESTEBAN MAZER;Espai Musical de Terrassa - ESMUT;2015-06-27 19:00:00;2015-06-27 ;F;;01/01/1900 19:00:00;;;1;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-29;418758,705;4601741,0301;2,0245746232324;41.5613696324296;http://www.terrassa.cat/veureacte?numActe=83644
83645;El Maria Canals porta cua. Jornada de Piano Lliure Concurs Maria Canals;Música;;http://www.terrassa.cat/ca/sons-classics                                                            ;;;2015-06-20 10:00:00;2015-06-20 20:00:00;F;;01/01/1900 10:00:00;01/01/1900 20:00:00;;1;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-28;;;;;http://www.terrassa.cat/veureacte?numActe=83645
83646;Exposició:  El Món del Piano ;Exposicions;;http://www.terrassa.cat/ca/sons-classics                                                            ;BCT;Biblioteca Central de Terrassa - BCT;2015-05-25 ;2015-06-20 ;F;;;;;1;;;7È CICLE SONS CLÀSSICS MAIG-JUNY 2015                                                                                                                                                                   ;;2015-05-28;2015-06-27;2015-05-27;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83646
83653;Prova ciclista:  Campionat de Catalunya Juniors .;Altres activitats;;http://pcnickys.terrassa.net/                                                                       ;;Sortida Rotonda Can Petit C-1514a;2015-06-14 09:00:00;2015-06-14 ;F;;01/01/1900 9:00:00;;;6;;;;;;;2015-05-28;;;;;http://www.terrassa.cat/veureacte?numActe=83653
83654;Taller:  Som el que mengem, pensem i sentim . ;Conferències;;http://www.gemmasolerraspall.com/                                                                   ;GEMMA SOLER - COACH;Salut 360º - Gemma Soler;2015-06-08 19:00:00;2015-06-08 21:00:00;F;30 euros                                                                                                                                                                                                                                                       ;01/01/1900 19:00:00;01/01/1900 21:00:00;;1;;;;;;;2015-05-28;417565,1982;4602145,7581;2,0102077423035;41.5648924007969;http://www.terrassa.cat/veureacte?numActe=83654
83655;Taller:  Coaching per perdre pes  ;Salut;;http://www.gemmasolerraspall.com/                                                                   ;GEMMA SOLER - COACH;Salut 360º - Gemma Soler;2015-06-16 19:00:00;2015-06-16 21:00:00;F;30 euros                                                                                                                                                                                                                                                       ;01/01/1900 19:00:00;01/01/1900 21:00:00;;1;;;;;;;2015-05-29;417565,1982;4602145,7581;2,0102077423035;41.5648924007969;http://www.terrassa.cat/veureacte?numActe=83655
83658;Festa Major de Les Arenes, Can Motllor i la Grípia 2015 ;Festa Major;;http://www.lesarenes.org/news.php                                                                   ;;AV Les Arenes - Can Montllor - La Grípia;2015-05-29 ;2015-06-07 ;F;;;;;6;;;;;;;2015-05-28;419728,1407;4602800,4549;2,0360574307162;41.5710088696082;http://www.terrassa.cat/veureacte?numActe=83658
83665;Presentació del llibre  Malanyet  de Pere Audí Ferrer;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://talamancaactiva.blogspot.com.es/                                                             ;;Biblioteca Central de Terrassa - BCT;2015-07-02 19:00:00;2015-07-02 ;F;;01/01/1900 19:00:00;;;1;;Pere Audí i Ferrer, mestre amb estudis d història, que ha investigat i escrit sobre la història del Priorat. El 2004, i posteriorment el 2010, va guanyar el Premi Jaume Ardèvol i Cabrer amb els treballs  El Porvenir 1916-1936: vint anys de cooperativisme obrer a Falset  i  Cooperativistes, anarquistes i capellans al Priorat (1920-1923) , respectivament.;;;;;2015-05-29;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83665
83668;Exposició:  Setmana del llibre prohibit ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://elborncentrecultural.barcelona.cat/ca/node/976                                               ;EL BORN CENTRE CULTURAL;Biblioteca Districte 2 - BD2;2015-06-01 ;2015-06-13 ;F;;;;;2;;La Setmana del Llibre Prohibit, que se celebra del 3 a l 11 de juny a  El Born Centre Cultural (Plaça Comercial, 12), vol mostrar com la  ficció literària ha estat perseguida al llarg de la història per part  dels poders establerts i, alhora, com s ha utilitzat com a forma de  dominació sobre les persones. Amb aquest objectiu, la Setmana del Llibre Prohibit ofereix tot un  seguit d activitats que, a més, pretenen evidenciar la inutilitat  d aquestes pràctiques repressores i mostrar com bona part dels llibres  més qüestionats es troben entre els grans clàssics de la literatura.   ;;;;;2015-05-29;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83668
83670;Visita- debat de l  exposició     Migracions: arrels que ens enriqueixen     ;Exposicions;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd5                                                                         ;REGIDORIA DE CIUTADANIA I DRETS CIVILS;Biblioteca Districte 5 - BD5;2015-06-17 18:30:00;2015-06-17 20:00:00;T;;01/01/1900 18:30:00;01/01/1900 20:00:00;;5;;Places limitades. Cal inscripció prèvia a la Biblioteca Districte 5 (telèfon 93 7350927).;;;;;2015-05-29;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=83670
83671;Viu el viver 2015    ;Fires i festes;;http://teixintelviver.blogspot.com.es/                                                              ;;Diferents espais a la ciutat;2015-06-01 ;2015-06-07 ;T;;;;;1;;Exposició de l experiència d ajudar als altres.  Programa Dilluns dia 1 de 17 a 18h Entrega premis: Concurs de dibuix, lloc: El viver.  De 18 a 20h Festa a la Plaça de l Assamblea!  Dimarts dia 3 de 9:30 a 12:30h, Mou-te amb el Viver!, lloc: Parc Vallès.  Divendres dia 5 de 9:30 a 12:30h, Concurs de Masterchef, lloc: Al Viver  Diumenge dia 7 de 9 a 18h, Sortida familiar dels usuaris del Viver a Castellnou del Bages.  i durant tota la setmana exposició de dibuixos del concurs.  ;;;;;2015-05-29;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83671
83681;Exposició:  Col.lectiva del Taller d amics menuts .;Exposicions;;http://www.amicsdelesarts-jjmm.cat/calendari-activitats/icalrepeat.detail/2015/06/06/6765/-/MGQ1MmFm;;Amics de les Arts i Joventuts Musicals;2015-06-06 19:00:00;2015-06-27 21:00:00;F;;01/01/1900 19:00:00;01/01/1900 21:00:00;;1;;;;;;;2015-06-01;417726,7188;4602095,4375;2,0121515314346;41.5644558590496;http://www.terrassa.cat/veureacte?numActe=83681
83682;Exposició:  Col.lectiva dels Pintors de l Estudi i de Model;Exposicions;;http://www.amicsdelesarts-jjmm.cat/calendari-activitats/icalrepeat.detail/2015/06/06/6766/-/MzRlMjIw;;Aula de lletres a Amics de les Arts;2015-06-06 19:00:00;2015-06-27 21:00:00;F;;01/01/1900 19:00:00;01/01/1900 21:00:00;;1;;La inauguració tindrà lloc el dissabte 6 de juny, a 2/4 de 8 del vespre.;;;;;2015-06-01;417758,4375;4602120,875;2,0125284009786;41.5646882150172;http://www.terrassa.cat/veureacte?numActe=83682
83683;Concert Quarts d una tocats   Música per anar fent gana .;Música;;http://www.amicsdelesarts-jjmm.cat/calendari-activitats/icalrepeat.detail/2015/06/07/6757/-/NjBhZjhl;CLÀUDIA PÉREZ, ROGER SANTOLAYA, DAMIÀ PALAU, ALBA VILLAR, DANI GARCIA;Amics de les Arts i Joventuts Musicals;2015-06-07 12:30:00;2015-06-07 ;F;;01/01/1900 12:30:00;;;1;;;;;;;2015-06-01;417726,7188;4602095,4375;2,0121515314346;41.5644558590496;http://www.terrassa.cat/veureacte?numActe=83683
83684;49è concert de la Mare de Déu de Montserrat.;Música;;http://www.amicsdelesarts-jjmm.cat/calendari-activitats/icalrepeat.detail/2015/06/07/6759/-/MTJmNzQw;COR MONTSERRAT. SOTA LA DIRECCIÓ D EN FRANCESC VALLÈS.;Amics de les Arts i Joventuts Musicals;2015-06-07 18:30:00;2015-06-07 ;F;;01/01/1900 18:30:00;;;1;;;;;;;2015-06-01;417726,7188;4602095,4375;2,0121515314346;41.5644558590496;http://www.terrassa.cat/veureacte?numActe=83684
83685;Passi de curtmetratges;Cinema;;http://www.amicsdelesarts-jjmm.cat/calendari-activitats/icalrepeat.detail/2015/06/18/6768/-/MmExMDVl;NATALIA COLORS;Amics de les Arts i Joventuts Musicals;2015-06-18 22:00:00;2015-06-18 ;F;;01/01/1900 22:00:00;;;1;;;;;;;2015-06-01;417726,7188;4602095,4375;2,0121515314346;41.5644558590496;http://www.terrassa.cat/veureacte?numActe=83685
83686;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-03 09:00:00;2015-06-09 11:30:00;T;;01/01/1900 9:00:00;01/01/1900 11:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-03;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83686
83687;Visites al nostre patrimoniI: Masia de Ca n Aglada i Ermita de Sant Cristòfor;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Masia de Ca n Anglada;2015-07-04 ;2015-07-04 ;T;;;;;2;;No cal inscripció prèvia.;FESTA MAJOR DE TERRASSA 2015                                                                                                                                                                            ;;2015-07-03;2015-07-08;2015-06-05;419219,0313;4601687,4375;2,0301016132093;41.5609336371396;http://www.terrassa.cat/veureacte?numActe=83687
83688;Curs: iniciació a internet;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-10 09:00:00;2015-06-11 11:00:00;T;;01/01/1900 9:00:00;01/01/1900 11:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83688
83689;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-15 09:00:00;2015-06-16 11:00:00;T;;01/01/1900 9:00:00;01/01/1900 11:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83689
83690;Curs: Xarxes Socials;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-17 09:00:00;2015-06-17 11:30:00;T;;01/01/1900 9:00:00;01/01/1900 11:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83690
83691;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-18 09:00:00;2015-06-25 11:30:00;T;;01/01/1900 9:00:00;01/01/1900 11:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83691
83693;Curs: iniciació a internet;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-05 15:00:00;2015-06-08 17:00:00;T;;01/01/1900 15:00:00;01/01/1900 17:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83693
83694;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-09 15:00:00;2015-06-10 17:00:00;T;;01/01/1900 15:00:00;01/01/1900 17:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83694
